"PC1","PC2","PC3","PC4","PC5","year","class","Attr64","Attr54","Attr53","Attr28","Attr27","Attr21","Attr14"
-2.36805667502633,25.1360583811148,-11.665680767246,-0.602030305594114,-2.86250152133876,1,1,1,1,1,1,1,1,-0.0382409532747795
7.02214815937728,27.5716517608029,-7.79034950647289,-4.78826781889202,-1.85644618055809,1,1,1,1,1,1,1,1,0.0171933437217462
1.83036424877943,10.4760063967067,-2.98468083648642,-0.679769793451027,-3.22485860272664,1,1,1,1,1,1,2,2,0.801822197185601
5.21262698436788,15.6374996140766,-9.03648066640888,-1.33710722708465,-3.31919535323121,1,1,1,1,1,1,1,1,0.162926346492199
5.4258299050365,19.6208769111583,-8.91244311589433,-2.11852572969948,1.12286723198178,1,1,1,1,1,1,1,1,0.223831314750707
2.03964637559844,23.6375128883588,-9.15346930148397,-4.11394050788405,-1.52139055619322,1,1,1,1,1,1,1,1,0.0740001806301387
-0.228262802220635,20.035668891251,-10.4928615423374,-1.96555399497806,-4.40927298470281,1,1,1,1,1,1,1,1,0.281623757867817
7.41401742913917,15.0041242669526,-8.46559690593854,-2.8505124274478,-5.25701179386711,1,1,1,1,1,1,1,2,0.103765243888179
6.68034573505475,23.4619032034972,-10.6565671028057,-1.35220634237136,-2.05532142175098,1,1,1,1,1,1,1,2,-0.0951714894222806
8.79822297926726,15.8818993241455,-9.68207410438943,-1.28335425359621,-3.98991104284668,1,1,1,1,1,1,1,1,0.0311139031247404
5.07860934004981,16.2552027293565,-8.73703952499525,-2.84546754691825,-3.35881623797042,1,1,1,1,1,1,1,1,0.00346299689866631
9.07264641391962,14.6319772486329,-11.0243860275715,-0.279460828753324,-5.91076121167404,1,1,1,1,1,1,1,1,0.0571371358357958
2.77849878085591,18.54481628264,-6.90391927395722,0.756982697636101,-4.63370972789386,1,1,1,1,1,1,1,1,0.207745609134113
2.10515055442306,18.3138419028406,-8.24168053147149,0.361741459396456,-4.6215812600471,1,1,1,1,1,1,1,1,0.306071937563372
1.62326665750261,18.2762914519292,-6.69190881714055,-0.999593943384308,-4.23911075126244,1,1,1,1,1,1,1,1,0.0839955004690809
4.51736330771251,22.432678458539,-8.58672857927113,-3.89950956780732,-0.987053177829919,1,1,1,1,1,1,1,1,-0.070197167789298
5.42636409178552,22.5883142250852,-7.30065152459522,-0.304368022718173,-4.13471739795609,1,1,1,1,1,1,1,1,0.0777301897099573
8.92620993566564,19.6225819188859,-4.91856562429817,3.26113073637174,-0.646146705667389,1,1,1,1,1,1,1,1,0.0425948221323304
5.16902423911543,14.652260977247,-4.34822580867356,-0.0253797397986467,-3.37629529934784,1,1,1,1,1,1,1,2,0.254029627677433
0.98067718421023,18.386925737996,-7.34470310704388,-3.03502617326575,-3.01313233675111,1,1,1,1,1,1,1,2,0.0164853665598358
5.44130319696356,19.8177002654046,-7.02498048360551,-6.16186618897835,-10.2141862495671,1,1,1,1,1,1,1,1,0.043093971624551
-0.139930270411694,20.1897802870692,-12.2369962298541,0.047399231959309,-4.49612677953157,1,1,1,1,1,1,2,2,-0.0255906657193967
5.5350626971299,14.0530670906824,-7.73117066059276,-0.985947703932695,-4.33564765879142,1,1,1,1,1,1,1,1,0.242663785800116
6.67496128516107,22.2042158054555,-5.3027540654991,0.931572688900418,-2.22089900656001,1,1,1,1,1,1,1,1,0.100912638501781
-0.735839052398436,22.564292498955,-9.62077297090214,-2.55691811681056,-3.33216804548129,1,1,1,1,1,1,1,1,0.356099778562835
5.86713526112745,24.0406253838092,-4.86298254880394,-2.30723079403313,-3.50336973316364,1,1,1,1,1,1,1,1,0.0384367520899404
6.24185146039315,14.6183892290374,-7.55984920189575,-1.49881210046884,-6.0602149430724,1,1,1,1,1,1,1,1,0.0989399478549036
9.14974614319022,22.3741157159086,-9.35109509990043,-2.13640098879485,-4.21527058850504,1,1,1,1,1,1,1,1,0.00895676812621923
7.40606668600733,18.9727299554438,-9.34756136494323,-1.81905923257981,-4.05755983062598,1,1,1,1,1,1,1,1,0.0835871878062676
0.331329192640237,21.205525747708,-8.61962946183567,-0.96077152277417,-4.89682715615582,1,1,1,1,1,1,1,1,0.07892854876741
5.75330209174308,19.4028257983979,-8.39260443769952,0.434385352033474,-4.56426310219246,1,1,1,1,1,1,1,1,0.10942823127363
3.43363548485717,3.8334030191922,-3.4451934659292,-0.235220239715371,-0.111424645291816,1,1,1,1,1,1,1,1,0.646349031011306
6.37645483841694,16.3820478629595,-10.2879371021561,-1.54812549263322,-4.76985603627469,1,1,1,1,1,1,1,1,0.0167223980610552
1.59559759849113,25.7838044575504,-6.8951498758833,-1.73522745245445,-1.81837819155116,1,1,1,1,1,1,1,1,-0.00121874236486154
8.23977647697521,19.42343515786,-10.3486662344788,-0.177890452414511,-6.7270183827722,1,1,1,1,1,1,1,1,0.0457111431311701
0.798610301327831,18.5805933038298,-7.04013651649716,1.03196083984973,-4.25165017301636,1,1,1,1,1,1,1,2,0.279304579041062
2.69830180155332,22.9765490826703,-7.31354325928424,-2.2509650339827,-3.76707841869305,1,1,1,1,1,1,1,1,0.0497278196711777
1.61221978756463,20.5620584969907,-8.3986992495582,-5.20299142549097,1.83603485399076,1,1,1,1,1,1,1,1,0.139970616253424
-4.42031261120712,18.2187082234847,-9.55066721996674,0.341174922619044,-6.49815419443363,1,1,1,1,1,1,1,1,0.216851799690777
7.17591313030661,16.9528328338191,-8.82529876954712,-0.579828372181924,-4.12529028237449,1,1,1,1,1,1,1,1,0.127918167914568
5.69485588378507,17.5692892035284,-1.64109473862881,1.71225718406818,-1.65738333653262,1,1,1,1,1,1,1,1,0.13512512196298
8.73816165853464,19.3988836438007,-7.75166362671329,0.470480879228215,-3.69938413442737,1,1,1,1,1,1,1,1,0.0269651503704386
3.34807171146743,17.9445467180268,-7.39090743187953,-0.0611638694136842,-3.94036420028659,1,1,1,1,1,1,1,2,0.271903238828757
6.88906302324943,16.5962619363372,-8.54437944352695,-1.74229037130559,-3.56123409361911,1,1,1,1,1,1,1,1,0.0971811557095481
6.85528161028552,19.4699547360143,-6.50055821587259,0.497964565710289,-2.10207460057894,1,1,1,1,1,1,1,2,0.117685253098047
6.85528161028552,19.4699547360143,-6.50055821587259,0.497964565710289,-2.10207460057894,1,1,1,1,1,1,1,2,0.117685253098047
4.21272520365776,21.8388435882486,-3.80406741562518,-0.562745039830874,-4.39506405825648,1,1,1,1,1,1,1,1,0.0161862923104573
1.61659844906734,21.7089542106323,-8.78946802466458,0.983753659626094,-4.92423728458289,1,1,1,1,1,1,1,1,0.0300809959717502
7.60798956188578,16.4187350892322,-3.93702209617114,3.21137126272165,-3.02840152750248,1,1,1,1,1,1,1,2,0.0515245176533907
6.98632712313182,18.0631354441997,-10.8407262124918,-2.18380100434374,-3.34824411486135,1,1,1,1,1,1,1,1,0.159615719258317
-1.68556447234723,17.0914314562019,-8.12147477539098,-4.69562029323096,-0.136864510736544,1,1,1,1,1,1,1,1,0.346578142359251
5.79403280470874,17.1184586454891,-9.27617131803168,-0.0518604447571687,-2.69930887960085,1,1,1,1,1,1,1,1,0.0217918240025038
-2.57662518447071,20.1828928819466,-7.65542698627868,1.48421502528037,-7.00009747459531,1,1,1,1,1,1,1,1,0.251513297394022
-6.95112480881145,16.5262463243427,-8.29580425122835,-2.29864055214741,-3.25024557739967,1,1,1,1,1,1,2,2,0.301466627422398
-4.53056384984387,17.9044957027175,-8.94408156866118,-4.49493400009028,0.293246243180608,1,1,1,1,1,1,1,2,0.650093531082445
5.64010872765145,17.7025018162901,-5.31879961413224,0.644321925844033,-4.05638047560145,1,1,1,1,1,1,1,1,0.024005547346801
1.35847583765029,23.6456191617109,-11.4172483196296,-1.29842834083238,-3.77797090056477,1,1,1,1,1,1,1,1,0.0536535567755465
4.54855490378945,23.4336960842868,-10.5845228239724,0.0218595582177893,-3.06190490365354,1,1,1,1,1,1,1,1,0.0357193983906872
2.4977581201716,13.8593053528417,-6.63635069830387,-1.97726814435912,-0.321002218958555,1,1,1,1,1,1,1,2,0.259691464949854
7.190240968748,6.8745791367885,-11.6354689978466,3.91411966776723,-5.52307992174029,1,1,1,1,1,1,1,1,0.0757176758852274
2.6573550852049,15.4950890643302,-4.1019539090752,1.45347052949084,-3.4647467571502,1,1,1,1,1,1,1,1,0.277934720996901
3.18387033424337,16.4709827828809,-5.23156280614532,-0.0505150521972982,-4.4174233809224,1,1,1,1,1,1,1,1,0.366336124080971
2.16797459527492,21.9399623992165,-8.30852835714743,-0.332251523231587,-4.90125276463098,1,1,1,1,1,1,1,1,0.126474048048223
5.14408829142187,14.6440281982061,-7.50204452043223,-1.72543410762342,-5.67106423167763,1,1,1,1,1,1,1,1,0.131808659571694
7.41303788863499,21.6345962039775,-8.7787024372175,-5.86444736774829,-4.10858208729823,1,1,1,1,1,1,1,1,0.0603497605161166
-2.43505600565766,15.6139282164286,-9.50259572853301,-4.15126728163,1.25530978875062,1,1,1,1,1,1,1,1,0.0819108078412079
9.80514416328903,19.5248524693501,-11.2307091642933,-2.37951775505392,-4.83378439969194,1,1,1,1,1,1,1,1,0.0919782715213523
5.94224468860849,21.0977483204571,-5.73757230012544,1.13292974180626,-2.90024798921421,1,1,1,1,1,1,1,1,0.172119694309358
-2.81922580161536,19.2526614163712,-9.5791162487229,-0.907686770487188,-5.68376771234921,1,1,1,1,1,1,1,2,0.147057007693643
6.99204322225705,17.4700356607822,-5.66999140300736,-3.21593256443984,-3.88144356056773,1,1,1,1,1,1,1,1,0.0195192538163741
5.33665401704615,20.9335785895984,-7.5402996368298,-0.648141674330901,-4.09125315773455,1,1,1,1,1,1,1,1,0.168417001623602
4.41852537651815,19.5942072892052,-5.37695113014388,-1.27969467002184,-5.97466493752232,1,1,1,1,1,1,1,1,0.0667470181118279
3.19670342228464,20.5027434996376,-9.98818325295131,-1.35654194074298,-4.35530943223671,1,1,1,1,1,1,1,2,0.134565857381309
6.18454247819602,23.296931506238,-4.25269153251034,2.28979039851946,-2.99559061024798,1,1,1,1,1,1,1,2,0.0237497291911044
7.43887073436634,17.5677693421539,-9.79159566443091,-0.436456880616896,-1.90288360591525,1,1,1,1,1,1,1,2,0.242836368659929
8.30412078417872,16.1170981082482,-8.61778287126061,-2.65399523287573,-7.14784291629391,1,1,1,1,1,1,1,1,-0.15706325057986
11.6616496785975,17.0589536306406,-11.4280561080348,-1.2872620381773,-6.55001451994726,1,1,1,1,1,1,1,1,-0.0746675132830509
0.653673487605032,13.0626087253778,-8.2286391088186,-4.1876061054677,1.08707622118273,1,1,1,1,1,1,1,2,0.456886727595031
1.94830589106576,16.2202241998095,-9.3186409231167,-3.29107125300621,-1.20999064494184,1,1,1,1,1,1,1,1,0.267818593304165
6.38949545366952,24.5406894550384,-6.24789136712359,-2.96590189435066,-2.23949415157581,1,1,1,1,1,1,1,1,0.0549795418213997
3.1195919146093,18.6291175120721,-8.62233911124878,1.42166837651218,-2.98711492680931,1,1,1,1,1,1,1,2,0.171926043528466
14.3380643880446,23.9542285362461,-8.0437609604661,1.17907844797577,-1.96014012985061,1,1,1,1,1,1,1,1,-0.00863114136636765
5.1125721551398,19.4410915358821,-4.34411346279646,-1.60323310504967,-3.3188951392238,1,1,1,1,1,1,1,1,0.12986969679153
5.87057267533364,17.7961665146096,-7.43643609360673,-0.361740572704724,-3.38945849863069,1,1,1,1,1,1,1,1,0.0688121884980966
3.86012660565883,22.2577047383853,-3.97097601705407,-0.116391068618942,-2.98608323947799,1,1,1,1,1,1,1,1,0.0204837678163167
7.56320935172542,18.965773045233,-6.83574655311687,-2.54384894150583,-5.00443141083133,1,1,1,1,1,1,1,1,0.0283959905156287
5.22218057573728,17.0897944511835,-6.20733038825436,0.407343210162807,-2.85197926548648,1,1,1,1,1,1,1,2,0.0482824162396469
-9.74273094334397,16.8208885353268,-11.6066668758759,-1.41350341683596,-3.48588365026636,1,1,1,1,1,1,1,1,0.504616386288246
2.59155280156543,27.446055211111,-4.960983812037,-2.73330761864911,-3.58950356680322,1,1,1,1,1,1,1,1,0.165455114684054
-4.02316389003237,19.3216083160642,-9.89993637948035,-1.41429567697469,-4.33410143482557,1,1,1,1,1,1,1,1,0.285810321818985
0.903840229977464,20.6105892134265,-9.14781075397651,-0.697644800144532,-4.43280728266401,1,1,1,1,1,1,1,1,0.343887532375345
5.65020642080276,19.2817696790002,-4.83556346478166,0.69639062194715,-3.20653489286252,1,1,1,1,1,1,1,1,0.159820291447441
-0.299256539937232,20.0563769130939,-9.70686072396275,-0.953133302705633,-4.46398951382317,1,1,1,1,1,1,1,2,0.166784817644825
-4.92042077726087,20.7306061097425,-10.1330512382062,-0.251108466969143,-4.85084199832337,1,1,1,1,1,1,1,1,0.331036058773655
-3.09761839423884,18.9685430742649,-11.8181732151861,-0.157654718581175,-4.85844829938236,1,1,1,1,1,1,1,1,0.00532081930115953
-1.14570877567442,16.6605812854491,-9.30275234980987,-1.07748699317829,-4.44521415390424,1,1,1,1,1,1,1,2,0.333281437144895
9.40510480287022,14.4590186373816,-10.0411003544373,-0.682217275758732,-4.37820800100593,1,1,1,1,1,1,1,2,-0.12002304259973
3.43181027703434,20.1102756912445,-11.9346843434451,0.498221729759267,-3.2640540854347,1,1,1,1,1,1,1,1,0.194595917669343
-0.821281673064348,16.8747196670746,-10.0601761365796,-0.439291913794256,-2.91124349916552,1,1,1,1,1,1,1,2,0.443178275228331
1.13760877084049,19.2952669963348,-10.3998608748323,-0.0629057609030476,-3.86565792150721,1,1,1,1,1,1,1,2,0.165539861883209
5.01495672445942,20.7815148978169,-1.90987413178618,2.93371046487468,-3.28544228030841,1,1,1,1,1,1,1,1,0.142740111918142
12.2497958864919,6.48899551143008,-15.336074347802,2.50942062535289,-5.97242419036384,1,1,1,1,1,1,1,1,-0.129516605535585
2.6589531671583,23.3305546655336,-6.16031914227894,-2.63892947115289,-2.03108637763785,1,1,1,1,1,1,1,1,0.230333640559546
2.39072501935175,19.0503139121073,-4.46550105093397,1.15344963074585,-5.29042909349356,1,1,1,1,1,1,1,1,0.0884320340450147
8.45759617800404,21.2564566852786,-9.00257094911994,-2.52973806997973,-2.77149589406786,1,1,1,1,1,1,1,1,-0.0284982448314232
5.9589587168049,16.3291545156181,-6.15785365879689,-0.838754100238557,-0.361729451325928,1,1,1,1,1,1,1,1,0.118937924071514
9.85807759116419,17.6141025243319,-10.7858917596447,-1.85486229220909,-5.75707508965175,1,1,1,1,1,1,1,2,-0.0917085733821651
2.15466142263847,24.3398599892409,-7.42930580114434,-2.13184189864799,-2.87348535462075,1,1,1,1,1,1,1,1,0.270149267159475
6.68588475305503,22.7960443706176,-4.7248349522859,-0.629767425277793,-1.25805086243632,1,1,1,1,1,1,1,1,0.107867370869007
9.96373269650423,21.1935347440882,-7.85220503182749,-5.74087841676807,-5.29861628699777,1,1,1,1,1,1,1,1,-0.0515575398236166
0.284783789312957,20.3959279099096,-10.653736955267,0.759973338333803,-4.42188724052324,1,1,1,1,1,1,1,1,0.201691083779786
2.11178986675673,20.9905379553176,-8.81638198199998,-0.0494953762224507,-4.27600727389437,1,1,1,1,1,1,1,1,0.0931979506180509
3.98520065862028,18.792983666328,-5.82451457727776,-1.21559849351634,-4.77828381394373,1,1,1,1,1,1,1,1,0.144636996486831
4.24093447839757,21.4752274056789,-7.4190556789746,-0.141245001865893,-3.57869799223908,1,1,1,1,1,1,1,1,0.0696473239528776
4.78448603779242,20.9073795995768,-9.6143529566283,1.63354850951846,-4.04539701378644,1,1,1,1,1,1,2,1,0.305143726512898
10.4032195238384,20.2553532429864,-10.2762644208706,-2.16319447027755,-5.26693964252075,1,1,1,1,1,1,1,1,-0.0297718149271358
4.51350302524161,19.4115603211428,-8.42339235878068,-0.165621886413146,-3.30619415270073,1,1,1,1,1,1,1,1,0.0592137446442071
3.85174040660166,20.0612658314249,-7.42146099840469,0.827105914891559,-4.04712409043789,1,1,1,1,1,1,1,1,0.0999720237769295
3.48356632695596,17.9360970710738,-6.7823639443301,-2.69961119141657,-0.670497476965367,1,1,1,1,1,1,1,1,0.128076541941559
-4.88265174411369,12.9629151173786,-9.08638511664936,-4.42649224964847,0.447064601367447,1,1,1,1,1,1,1,2,1.17847036391351
5.47642006442855,15.2595505881431,-5.56960888341778,1.12461462933849,-3.51540276544189,1,1,1,1,1,1,1,1,0.0620908405099153
7.5145221879045,14.5480834219262,-7.07191753135097,-2.25476554246347,2.76174668164245,1,1,1,1,1,1,1,1,0.100930718578441
1.88209700193767,20.5367888206358,-9.18626494859062,-1.04854138285618,-4.26962458327945,1,1,1,1,1,1,1,1,0.400921468058292
3.91184115570686,21.306048156981,-4.63366302762178,1.22373613977385,-3.31961830824581,1,1,1,1,1,1,1,1,0.161200060171843
3.051800358541,21.1150866052128,-9.01044583173608,-1.50730933058789,-3.63481300352202,1,1,1,1,1,1,1,1,0.103873410464813
7.04025887612398,19.041409223243,-5.26846174454855,2.69881669984654,-3.74151391923929,1,1,1,1,1,1,1,2,0.126218468255262
2.31880478668759,20.7526049779968,-9.91261580807629,0.015853127129532,-4.69814822241125,1,1,1,1,1,1,1,1,0.0566005360328363
1.50369570131278,24.590135326461,-9.34587957040957,-1.32299832527925,-3.46084489574794,1,1,1,1,1,1,1,1,0.122651167053244
7.39915123358066,14.4482235395591,-6.99160894940854,-0.774362112467926,-4.24911835814419,1,1,1,1,1,1,1,1,0.0579490456526746
4.58606283543498,10.4276887223521,-1.53577641998012,-5.69420242055449,-4.17319976651031,1,1,1,1,1,1,1,1,0.00939869358078686
1.43329650021076,19.2017777930221,-9.30812357557014,-2.80241599594452,-3.3237060982134,1,1,1,1,1,1,2,1,0.151707698176118
6.47686817365914,20.6366292647999,-6.35948446826056,-0.36524829869592,-3.88853136780617,1,1,1,1,1,1,1,1,0.0854168564171093
5.84991402012462,14.3557075279423,-7.57862204818134,-0.0897173077588342,-4.72298884458422,1,1,1,1,1,1,1,2,0.231825751697044
-0.0952057673686222,10.4925526735658,-3.09198056918704,-0.674251496139407,-5.00627845691792,1,1,1,1,1,1,1,2,0.670231613089194
8.6086549093521,11.5845974572914,-8.02189807036986,-1.92101407844273,-6.5730743607065,1,1,1,1,1,1,1,1,0.00777172178312983
7.98736262979164,19.1288940115188,-8.39138655844266,1.22043134025794,-3.73796764411673,1,1,1,1,1,1,1,1,0.0291179283719114
5.99059221720648,16.1556327174241,-6.44753968479227,0.914096863770969,-1.37390278651463,1,1,1,1,1,1,1,1,0.320458991965718
-4.10503873485466,20.3338374359465,-12.2046168199236,0.426716902651161,-4.00315504921184,1,1,1,1,1,1,1,2,0.211831814167896
2.85047362442652,14.5115270987147,-6.28567819444532,-2.52201044881413,-1.69136859985102,1,1,1,1,1,1,1,2,0.186081147335104
4.79559179843652,23.739628794821,-7.93086123346815,-0.622634794511637,-3.12545381924773,1,1,1,1,1,1,2,1,0.157243036417418
6.04060997207112,6.51199074806126,-12.0668891773195,4.35106471182736,-4.362200784068,1,1,1,1,1,1,1,1,0.12161568167656
3.11984339253801,19.6552806151726,-9.66611740416992,-1.79887752543818,-3.79036250273044,1,1,1,1,1,1,1,2,0.193492264796127
5.34425888755306,16.6395556611152,-7.61090262324655,-3.25597316085047,-9.54075019020242,1,1,1,1,1,1,1,1,0.019151434924286
7.79422628446422,17.9282927509642,-7.56352053821795,-2.05696669620947,-3.51598401204456,1,1,1,1,1,1,1,1,0.0146600149387489
8.13059132165454,9.03245495802408,-8.53866296368076,-0.310066717685582,-5.31779966146887,1,1,1,1,1,1,1,1,0.229833126131501
7.79657177483111,18.4038678588913,-7.67808872018957,-2.55092799513064,-4.31872762454363,1,1,1,1,1,1,1,2,0.0251227639644417
2.45827698676652,22.4650166607686,-9.74742013910962,-1.14840979313079,-3.36723146070057,1,1,1,1,1,1,1,1,0.320248483223384
4.23810562211203,12.9552803750233,-3.16048168149444,0.531792289780891,-1.87149173658148,1,1,1,1,1,1,2,1,0.281352080256909
7.55284692510731,18.7591219440935,-8.59698277210808,-2.581854909812,-4.14517512107608,1,1,1,1,1,1,1,1,0.0624168970840888
2.29338374977948,17.9582447923004,-5.68444037379775,-0.45378586590879,-3.80964187251004,1,1,1,1,1,1,1,1,0.211686165423859
2.19535416536495,23.9249153210111,-9.85085271873657,-4.05912222796052,-0.520730602501057,1,1,1,1,1,1,1,1,0.109885263529243
-2.8287672168614,10.061026838045,-0.620976361628202,-1.12543672929752,-3.23893055073978,1,1,1,1,1,1,1,1,0.391203898755895
4.71225065546667,20.2936615068613,-3.41549224836716,-0.537902332870941,-4.91216218510408,1,1,1,1,1,1,1,1,0.00676109221790245
-5.93822290914414,16.7898098311945,-7.57545018554811,-1.96714948171563,-4.45543089197818,1,1,1,1,1,1,1,2,0.14902327139244
-16.1074531410387,14.568012319475,-10.7773524735617,0.135889560116504,-5.59115839647219,1,1,1,1,1,1,1,1,0.173760011132047
2.00111140344167,18.8782024110646,-5.66823458111326,-1.84972383667563,-2.69867316730961,1,1,1,1,1,1,1,1,0.0966093355359448
2.62907891818236,23.2091966410466,-3.26338524183665,-4.81441507594805,-2.68016111930629,1,1,1,1,1,1,1,1,0.191817989271301
2.51451212736684,22.918563328537,-4.08427726325178,-4.64195212356583,-1.17645425309926,1,1,1,1,1,1,1,1,0.314263144681694
2.04444251143161,22.8663122094013,-2.87783751892036,-1.95194566129584,-2.96076751488149,1,1,1,1,1,1,1,1,0.246750696949644
7.26209016273896,20.831950930958,-6.02225154580922,-2.51136918459202,-4.37617365041779,1,1,1,1,1,1,1,1,-0.0128269142548935
7.68964834597435,12.0227448271175,-6.07042405667829,-0.981372721066012,-1.72638142636184,1,1,1,1,1,1,1,1,0.0810379046084415
9.34371663865561,13.9162195002088,-7.05931205331219,-4.40676417909285,-5.96877490648384,1,1,1,1,1,1,1,1,0.00744720063504945
7.36107258823349,5.1150605895562,-8.96929903964959,2.89675515304859,-5.97630657792811,1,1,1,1,1,1,1,1,0.0970268872367269
-1.99640038763891,17.5900557789669,-5.57247168867388,-6.84232198205147,-5.80166523387334,1,1,1,1,1,1,1,1,0.166361537215225
6.19820783238298,23.189478172121,-2.52922027538657,-1.02631306873856,-2.44544473338366,1,1,1,1,1,1,1,1,-0.226524259473687
5.42335913291392,21.8831579291478,-2.10828204917565,-0.500434904963385,-3.26660764391218,1,1,1,1,1,1,1,1,0.00314803971927508
7.98042814148022,18.5876404911708,-10.2707151390746,-6.7235787368389,-0.0972202657596401,1,1,1,1,1,1,1,2,-0.0751007725092503
-2.82578195609726,15.5993422672526,-9.94699181747794,-1.50983188022537,-2.42459458265792,1,1,1,1,1,1,2,2,0.562668267233701
7.57001153711015,18.9170370816885,-9.31703116414342,-8.01171467398998,1.21681741743914,1,1,1,1,1,1,1,1,-0.00628873269323062
4.44958238195672,21.1575643337564,-6.21701418855523,-3.8714232325658,-4.3436638189945,1,1,1,1,1,1,1,1,0.0562735224390105
3.75126032342059,15.1764969103991,-5.5115238533232,-4.47005893783573,-5.1240483725625,1,1,1,1,1,1,2,1,0.210009678364125
5.38835307707627,15.1123414438187,-6.70316403213665,-1.66844075594853,-4.48431466999006,1,1,1,1,1,1,1,1,0.124727754068372
-6.95202683781921,19.0975731001224,-9.86334063855435,-0.313102853118613,-5.14862729792988,1,1,1,1,1,1,1,1,0.120029399579525
14.1757238769719,25.0531593219439,-20.3130489563478,0.245268407488767,-4.82874312092059,1,1,1,1,1,1,1,2,-0.0141658637395661
